"","bptf","cbfa2t3h","csf1r","dnmt3a","eif2b1","erg","ets1","ets2","etv6","fli1","gata1","gata2","gata3","gfi1","gfi1b","hhex","hoxa5","hoxa9","hoxb4","ikzf1","itga2b","kit","ldb1","lmo2","lyl1","mecom","meis1","mitf","mpl","myb","nfe2","nkx23","notch","pbx1","prdm16","procr","runx1","scl","sfpi1","sh2b3","smarcc1","tcf7","tet2","vwf"
"cmp_081",1.12029949,2.69867529,10.846834425,1.34167343,1.49393594,0.232222100000001,14.250761225,2.65592736,3.43758741,-1.2899274,12.847368825,13.535930875,0.3295876,14.62068405,12.377589445,0.751335920000002,14.03689202,3.60957562,14.638774655,1.69934011,13.734283405,0.92436313,14.15837979,0.735214170000003,-0.613258969999999,10.958766455,-1.19459946,13.62845664,-1.08352422,-0.211528019999999,0.0686806600000018,12.727203855,8.19491042,2.77415733,14.138817785,1.68794426,6.33796453,1.51110087,0.34168661,14.690264245,1.61218409,13.013110955,3.68290084,13.028767495
"cmp_082",-0.706005885,1.250383785,10.846834425,10.169183,2.043068875,0.440616115000001,14.250761225,14.33854771,2.751300965,0.617195485,0.487483895,0.0582650650000005,13.217904125,14.62068405,0.776285954999999,12.92443505,14.03689202,13.99600288,14.638774655,0.848754095,-0.332552724999999,-0.246303765,2.155917295,1.360434685,0.159530934999999,10.958766455,-2.464589625,13.62845664,11.91385479,-0.235598045,-0.487907964999998,12.727203855,15.288339,2.314797475,14.138817785,10.6322523855,5.441315715,1.914865715,13.49283204,14.690264245,0.241709175,13.013110955,1.072288135,13.028767495
"cmp_083",0.222777605000001,2.827044515,-0.133037444999999,10.169183,1.319676415,2.394006675,4.061120125,14.33854771,0.644668245000002,-1.483137965,12.847368825,13.535930875,13.217904125,14.62068405,12.377589445,1.947376755,14.03689202,3.610177785,14.638774655,0.0405846949999997,13.734283405,0.970572325000003,14.15837979,0.442837875000002,0.268760085,10.958766455,2.315596195,2.868595045,11.91385479,-0.291590144999997,2.196145445,12.727203855,7.494263725,14.969034275,14.138817785,10.6322523855,5.186248005,2.012664745,-0.100723384999998,8.537397215,0.181927705,13.013110955,0.416709375,13.028767495
"cmp_084",2.748922985,1.638261285,10.846834425,2.588915105,1.409569675,0.991299765000001,14.250761225,3.581326175,1.645072245,0.985560714999998,2.466951455,1.327624345,13.217904125,14.62068405,2.681540115,12.92443505,14.03689202,3.880202775,14.638774655,1.140757725,13.734283405,1.556667675,2.221109255,13.36636679,1.394357015,10.958766455,0.121918194999999,3.216847695,11.91385479,0.199115214999999,1.123953245,12.727203855,15.288339,14.969034275,14.138817785,10.6322523855,7.494550335,14.708900125,3.903474395,14.690264245,2.334773475,13.013110955,2.336212415,13.028767495
"cmp_086",2.582928645,2.009688805,10.846834425,0.750976585,2.013961135,0.504849545000003,14.250761225,14.33854771,0.797763005,0.361039525000002,12.847368825,1.876229755,13.217904125,14.62068405,12.377589445,2.238234395,14.03689202,3.895291245,14.638774655,2.540234435,13.734283405,-0.664495814999999,3.036087125,2.167191155,-0.226799414999999,10.958766455,-1.677873235,13.62845664,-0.208747185,0.263259265000002,0.565469735000001,2.449219945,15.288339,14.969034275,14.138817785,10.6322523855,6.982333155,9.540398315,1.279706585,14.690264245,1.373819835,13.013110955,4.222579885,13.028767495
"cmp_087",0.337622239999998,-0.0605714100000014,10.846834425,-0.0775303600000008,1.88977806,1.54791098,14.250761225,14.33854771,0.913043299999998,-1.85536954,0.736893949999999,0.905082049999997,13.217904125,14.62068405,-0.211541820000001,12.92443505,14.03689202,13.99600288,14.638774655,0.919123119999998,0.868683849999996,-1.79317026,0.627775079999999,1.84402192,13.04331696,10.958766455,-1.74886465,13.62845664,1.64107209,-0.666380940000003,-0.226766600000001,12.727203855,15.288339,14.969034275,14.138817785,10.6322523855,5.00737349,14.708900125,2.47786263,14.690264245,-0.423485980000002,13.013110955,5.27098848,13.028767495
"cmp_088",0.317153494999999,2.181682975,0.243116915000002,0.886484185,0.920621965000002,1.081463755,14.250761225,2.961955075,1.350061075,-1.038094375,12.847368825,5.181800995,13.217904125,14.62068405,12.377589445,12.92443505,14.03689202,2.333597595,14.638774655,0.617924775000002,13.734283405,0.0170848250000013,2.175352425,0.505779815,-0.0146605350000009,10.958766455,1.931987875,13.62845664,11.91385479,-0.113328944999999,1.915333355,12.727203855,15.288339,14.969034275,14.138817785,10.6322523855,6.138135155,2.463802235,0.577271075000002,14.690264245,0.631423365,9.070738565,3.069863825,13.028767495
"cmp_090",2.485762895,1.315975105,10.846834425,0.476110455000001,13.74808015,1.366898975,14.250761225,14.33854771,2.799627825,-0.923201074999998,2.190475105,1.076729505,13.217904125,14.62068405,2.561654745,12.92443505,14.03689202,2.822277635,14.638774655,3.374425655,3.317832635,-0.754102565,14.15837979,0.452017325,-0.243055354999999,2.632061365,-1.889263385,13.62845664,-0.748750824999998,0.565825315000001,0.602528045000003,12.727203855,15.288339,1.421374035,14.138817785,10.6322523855,6.204660065,0.869665085000001,0.942222675,14.690264245,1.660338525,13.013110955,1.872595615,13.028767495
"cmp_091",2.11493668,1.50953219,-0.601349120000002,0.568618479999998,1.40553875,0.464448619999999,14.250761225,1.45704538,1.57384187,-1.8385853,12.847368825,13.535930875,13.217904125,1.12518283,12.377589445,12.92443505,14.03689202,1.52917966,14.638774655,-0.0217756700000002,13.734283405,-0.320684210000003,0.845916379999998,0.296600829999999,-0.974185920000004,10.958766455,-0.607581750000001,13.62845664,11.91385479,-0.802213500000001,-0.24850108,12.727203855,15.288339,14.969034275,14.138817785,10.6322523855,5.05346836,1.80067557,-1.28182825,8.96383062,-0.265115680000001,13.013110955,2.94612853,13.028767495
"cmp_092",-0.0520734500000017,0.775209329999999,10.846834425,-1.0435453,0.112206459999999,0.799613989999997,14.250761225,14.33854771,-0.625194970000003,-1.55738486,12.847368825,13.535930875,13.217904125,14.62068405,12.377589445,0.747833999999997,14.03689202,6.44711923,14.638774655,-2.0245497,13.734283405,-0.663482600000002,1.62648194,-2.04208228,-0.733226510000001,10.958766455,-0.8365142,13.62845664,11.91385479,-1.23976761,-0.0186962100000017,12.727203855,5.74895309,2.00484355,14.138817785,10.6322523855,3.11571829,14.708900125,-0.80658064,3.95525535,-0.521089400000001,13.013110955,-0.0797621399999997,13.028767495
"cmp_093",-0.532820530000002,2.40823072,10.846834425,2.57195657,13.74808015,1.65088371,14.250761225,3.08413673,3.79389328,-1.46336824,12.847368825,5.39078326,13.217904125,7.96584678,12.377589445,2.47897098,14.03689202,2.44975928,3.02618798,1.19611061,13.734283405,-0.952864090000002,2.26819951,2.08185498,-0.0287132600000035,10.958766455,-0.231570190000003,13.62845664,1.1485098,-0.361074880000004,1.95384212,2.6384606,9.3058379,8.65178982,14.138817785,10.6322523855,6.19895619,14.708900125,1.26638835,7.28399087,1.34074043,13.013110955,3.03614913,13.028767495
"cmp_094",0.166277964999999,2.348806375,10.846834425,10.169183,2.066989535,0.902069744999999,14.250761225,14.33854771,0.830207415,-0.461590935,1.892278705,0.576626774999998,13.217904125,14.62068405,2.930116735,12.92443505,14.03689202,13.99600288,14.638774655,0.147684294999998,1.745299555,-0.250449075000002,1.668903205,0.699523114999998,1.254581495,10.958766455,-1.328035735,13.62845664,2.742490105,-0.594228575000002,-0.713497785000001,12.727203855,15.288339,1.735628105,14.138817785,10.6322523855,5.719990635,0.146717655,2.510180845,14.690264245,1.638079915,13.013110955,13.93908965,13.028767495
"cmp_095",1.72001696,1.66537331,10.846834425,2.4665966,1.62793923,2.98461325,4.80183922,3.5179327,1.8685636,-1.2230486,1.48766329,2.91461841,2.14528554,14.62068405,1.89018937,0.950420110000001,14.03689202,13.99600288,14.638774655,0.717506860000002,1.67713357,-1.04850716,3.99950436,1.86526546,0.674213289999999,10.958766455,-1.16524402,1.81028871,1.13778866,0.53605393,0.041481880000001,3.21989502,15.288339,0.83798314,14.138817785,10.6322523855,6.01682129,0.327543960000002,2.94860011,14.690264245,1.11227811,13.013110955,2.34846204,13.028767495
"cmp_096",1.603038485,1.588916215,10.846834425,1.292647945,0.644888155,1.640710835,2.266421995,14.33854771,2.846030525,-1.638661585,12.847368825,1.746272235,13.217904125,14.62068405,12.377589445,12.92443505,14.03689202,13.99600288,14.638774655,1.523717575,1.073681565,-0.934286784999998,14.15837979,-0.468527334999997,13.04331696,10.958766455,-2.438257065,2.848522825,0.776011335,0.0902674550000029,-0.0687849749999998,12.727203855,15.288339,1.524470695,1.837910615,10.6322523855,4.989306825,1.167634015,13.49283204,14.690264245,-0.190932324999999,13.013110955,4.820965065,13.028767495
"cmp_097",0.131590635000002,0.994428025000001,10.846834425,-0.289050794999998,1.154103565,14.920723655,14.250761225,14.33854771,1.532323595,1.484707935,1.727023965,0.667348924999999,13.217904125,14.62068405,2.226757895,1.546416455,14.03689202,2.308769135,1.754036295,0.677974785,0.580847775000002,-0.706601795000001,0.587792445000002,1.764048145,13.04331696,10.958766455,0.0812150349999996,13.62845664,1.721948235,-0.733702264999998,-0.195923905000001,12.727203855,15.288339,2.180360725,14.138817785,10.6322523855,5.651614305,0.0541997250000001,13.49283204,5.172981785,0.884951655000002,13.013110955,1.965935405,13.028767495
"cmp_102",0.113642055,0.729309264999998,10.846834425,-0.791401135000001,13.74808015,0.305420795,14.250761225,14.33854771,14.718250205,-1.475545605,12.847368825,1.499867735,13.217904125,14.62068405,-0.0626214850000011,12.92443505,14.03689202,6.080177915,14.638774655,1.176797115,-0.0421861050000025,-1.172058105,0.886357905000001,0.0798724849999992,-0.411131885,10.958766455,-1.627280775,13.62845664,-1.861230725,1.194903135,1.216212025,-0.0594788850000008,15.288339,0.821942284999999,14.138817785,10.6322523855,4.223515695,14.708900125,1.124129875,14.690264245,-0.628127385000003,13.013110955,1.579198375,13.028767495
"cmp_103",1.15205178,2.11642474,2.09464742,0.14733571,1.0244892,1.08986584,14.250761225,14.33854771,0.539373959999999,-1.96291238,12.847368825,4.51184337,13.217904125,1.83396047,12.377589445,12.92443505,14.03689202,2.46277454,14.638774655,0.40454342,13.734283405,-0.576653180000001,14.15837979,-1.70243249,0.839416910000001,2.44977951,-1.30150267,13.62845664,1.64405556,-0.631491440000001,-0.345915359999999,12.727203855,15.288339,4.0740264,14.138817785,10.6322523855,5.00096388,1.62674056,-0.5220327,14.690264245,-0.297772299999998,13.013110955,2.09536039,13.028767495
"cmp_104",1.58011775,2.75297569,-0.34260596,1.02705609,1.7097761,1.52380763,4.22846121,14.33854771,1.91121193,-0.991502620000002,12.847368825,13.535930875,13.217904125,14.62068405,12.377589445,12.92443505,14.03689202,2.89102116,14.638774655,0.957817599999998,13.734283405,0.524576809999999,3.77799695,0.870448229999997,1.07347391,10.958766455,2.363644,13.62845664,11.91385479,-0.267587330000001,1.42536765,12.727203855,7.5452498,14.969034275,14.138817785,10.6322523855,4.48968929,1.25644123,0.191888489999997,14.690264245,-0.142650750000001,13.013110955,2.11218569,13.028767495
"cmp_105",0.773559295000002,1.118946945,10.846834425,-0.366288174999998,1.900927405,14.920723655,14.250761225,14.33854771,-0.962198424999997,-1.792063965,1.324295385,0.483873875,13.217904125,14.62068405,-0.234775214999999,12.92443505,14.03689202,2.733385365,14.638774655,1.969835405,-0.572656374999998,-1.159958965,2.041411025,0.958417085000001,0.373297425000001,10.958766455,-1.151556855,13.62845664,0.910166655000001,-0.720385895,-0.611039564999999,12.727203855,15.288339,2.536404435,14.138817785,10.6322523855,4.549087485,1.610112095,0.704557435000002,8.246399315,-0.754460094999999,13.013110955,1.786971115,13.028767495
"cmp_106",-0.548559610000002,2.48232435,10.846834425,1.53183709,-0.511853610000003,-0.303326570000003,14.250761225,1.6420226,1.31264429,-0.921384470000003,12.847368825,2.03508431,13.217904125,14.62068405,2.45405162,12.92443505,14.03689202,6.69496204,1.07945943,0.91251093,1.74080904,-1.76708967,1.13790069,-0.337694180000003,-1.16325456,10.958766455,-1.84687661,13.62845664,-0.921646110000001,-0.782802670000002,-0.843174550000001,1.56591585,7.98402454,1.1980081,1.49409018,10.6322523855,4.79278111,14.708900125,-0.0426884800000025,14.690264245,-0.251798160000003,13.013110955,13.93908965,13.028767495
"cmp_107",1.954672105,2.362585395,10.846834425,1.689364505,0.577685585000001,14.920723655,14.250761225,1.982257335,2.254314545,-1.637169735,0.747098885,4.351036785,13.217904125,14.62068405,12.377589445,0.304572115000003,14.03689202,6.562821235,14.638774655,0.792988775000001,3.056975045,-0.954823254999997,1.269409495,1.875011685,0.301330345,10.958766455,-1.279575135,13.62845664,11.91385479,-0.130118934999999,-0.716949435,12.727203855,15.288339,7.136272805,1.972963575,10.6322523855,5.592273585,2.392690025,13.49283204,14.690264245,0.884110345,13.013110955,1.879574875,13.028767495
"cmp_108",0.90498427,2.85254565,3.21451018,1.85530449,13.74808015,2.16845401,14.250761225,3.22855775,1.57051458,0.182873999999998,12.847368825,13.535930875,1.68315874,14.62068405,3.61502586,12.92443505,14.03689202,4.42039911,14.638774655,0.757060159999998,13.734283405,0.764274619999998,14.15837979,0.568364119999998,3.62562782,10.958766455,0.409200969999997,13.62845664,11.91385479,0.71914602,2.64904422,12.727203855,10.26906631,5.33368257,14.138817785,10.6322523855,6.46516053,2.9586701,0.278247869999998,9.09040552,1.52894156,13.013110955,2.77650891,13.028767495
"cmp_109",1.390779675,2.516477985,10.846834425,-0.233841275,-0.158685175000002,2.323753755,14.250761225,-0.0648653050000014,1.089631425,-3.769890375,12.847368825,1.515882735,13.217904125,14.62068405,-0.223707735000001,12.92443505,14.03689202,2.777379945,14.638774655,15.060548205,-0.353839015000002,-1.225404635,14.15837979,-1.145575935,-0.0457281649999999,10.958766455,-2.885077265,13.62845664,-0.894242985000002,-0.380878375000002,-0.896340365,12.727203855,15.288339,-0.772776414999999,14.138817785,10.6322523855,4.009137285,0.140985954999998,13.49283204,14.690264245,0.567114754999999,13.013110955,13.93908965,-0.725803514999999
"cmp_116",2.457782405,3.482234705,-0.931815354999999,2.697635245,2.144771805,3.380802895,14.250761225,3.429582395,3.623331705,-0.435465165,12.847368825,13.535930875,13.217904125,14.62068405,12.377589445,12.92443505,14.03689202,13.99600288,14.638774655,0.820181385,13.734283405,1.116991225,2.322143435,1.490201385,0.434350844999999,10.958766455,1.890355175,13.62845664,11.91385479,1.381595385,3.594531575,12.727203855,8.641514035,14.969034275,14.138817785,10.6322523855,6.131180465,14.708900125,-0.116405285000001,8.126804935,1.006527955,13.013110955,2.484342925,13.028767495
"cmp_118",3.5669408,4.79306394,-0.2893515,3.8308213,2.86897197,14.920723655,14.250761225,2.88359225,1.92424002,0.0796477899999992,12.847368825,5.91882804,13.217904125,14.62068405,12.377589445,1.78586669,14.03689202,4.86884529,14.638774655,0.732370960000001,13.734283405,4.9545727,2.57831709,2.80116661,1.31503531,10.958766455,3.73491016,2.42833685,11.91385479,2.81711304,2.00577074,12.727203855,8.0565174,14.969034275,14.138817785,10.6322523855,7.22307246,14.708900125,-0.543126970000001,7.54672065,0.64400333,13.013110955,4.07745379,13.028767495
"cmp_119",1.3769702,3.60759487,10.846834425,2.7744034,3.17378695,1.53048359,14.250761225,3.18719659,1.35026243,-3.26068701,2.82920698,3.07761528,2.09594041,14.62068405,1.4366335,1.6983503,14.03689202,13.99600288,14.638774655,15.060548205,1.00290354,0.432702759999998,14.15837979,4.04644068,1.56317705,10.958766455,-1.14113823,1.54177621,1.52560526,1.22230419,0.921843389999999,4.21308525,15.288339,0.657058029999998,2.75740847,10.6322523855,5.51721074,0.693922569999998,3.65053239,14.690264245,1.27437663,13.013110955,3.18186768,1.17867854
"cmp_120",-1.674013025,0.0825987050000023,10.846834425,-0.457353174999998,0.906637245000002,-2.077050115,14.250761225,14.33854771,0.513033555,-2.475461345,12.847368825,1.498837095,13.217904125,14.62068405,12.377589445,12.92443505,0.139278405000002,0.128264185000003,14.638774655,1.626796515,13.734283405,-2.091694595,1.495770865,-1.845042795,-1.117382815,10.958766455,-2.088506725,13.62845664,11.91385479,-1.269648025,-1.354640285,12.727203855,15.288339,1.001460995,14.138817785,1.289747915,5.597698885,14.708900125,-1.784218885,14.690264245,0.442133595000001,13.013110955,1.359717995,13.028767495
"cmp_122",2.37948889,2.15807596,10.846834425,1.27171417,2.69876097,14.920723655,14.250761225,14.33854771,4.62215294,0.077695499999999,12.847368825,1.922587,13.217904125,14.62068405,4.31695811,4.12290068,14.03689202,3.12384271,4.51316521,4.13010142,2.73849016,0.669427769999999,2.55409837,2.50934293,1.43213729,3.6194024,-0.234545760000001,13.62845664,11.91385479,1.16920334,1.35936493,12.727203855,15.288339,4.20049784,14.138817785,10.6322523855,6.78535326,3.08116506,3.04195089,14.690264245,1.02336999,13.013110955,4.50568181,13.028767495
"cmp_123",0.37189669,3.04419145,0.519400620000003,10.169183,1.81584908,0.284320310000002,14.250761225,14.33854771,0.779642519999999,-0.14179253,12.847368825,13.535930875,13.217904125,14.62068405,12.377589445,1.77202968,14.03689202,3.8479117,14.638774655,-0.111843799999999,13.734283405,1.94375066,3.16408021,13.36636679,0.82943144,10.958766455,2.41832054,13.62845664,11.91385479,0.760795170000002,2.98563159,12.727203855,7.70785099,8.87170229,14.138817785,10.6322523855,7.01179426,14.708900125,-0.101120760000001,14.690264245,0.462883550000001,13.013110955,3.63810028,13.028767495
"cmp_124",-0.232116100000002,2.80383682,10.846834425,0.899187269999999,13.74808015,14.920723655,14.250761225,14.33854771,1.27607847,-0.150507620000003,12.847368825,0.909829309999999,13.217904125,14.62068405,2.64440247,0.539692129999999,14.03689202,2.19422456,14.638774655,0.144762139999997,7.04409294,-1.26433727,2.90970485,13.36636679,0.243717799999999,10.958766455,0.221555049999999,13.62845664,11.91385479,-0.383350080000003,0.0627348099999985,12.727203855,15.288339,14.969034275,14.138817785,10.6322523855,7.41219129,1.7931917,2.58697853,14.690264245,1.63372751,13.013110955,2.20332888,13.028767495
"cmp_126",0.154665355000002,3.028050225,10.846834425,-0.342782085,0.522257385,0.0905373450000013,14.250761225,2.172293685,1.215631185,-3.036747415,0.909586155,2.011591335,13.217904125,14.62068405,1.482063275,12.92443505,14.03689202,3.319321195,14.638774655,1.011973155,0.207632055000001,1.885732145,2.981591915,0.0870360649999995,1.903013575,2.118271765,-2.218184075,13.62845664,-1.790258455,1.957275255,0.677938745000002,12.727203855,15.288339,-1.021635345,14.138817785,10.6322523855,4.514668045,14.708900125,0.964054775000001,14.690264245,-0.0156885950000003,13.013110955,2.079426815,0.385453385000002
"cmp_127",1.898894955,1.075331745,10.846834425,0.590826645,2.140884435,14.920723655,14.250761225,5.816523425,14.718250205,-0.398712145000001,12.847368825,0.540926474999999,0.445805704999998,14.62068405,-0.603399485000001,12.92443505,14.03689202,13.99600288,14.638774655,0.154096254999999,1.994945285,-2.330313175,1.421380375,1.033565435,0.497332045,10.958766455,1.848576065,13.62845664,11.91385479,-1.854278225,-0.616906845000003,12.727203855,15.288339,2.807479395,14.138817785,10.6322523855,7.468019095,1.124304895,2.610968745,14.690264245,0.0267464749999995,13.013110955,2.794261035,13.028767495
"cmp_128",2.43472404,3.3217772,0.25712841,2.01736381,0.832947739999998,1.53077718,5.96990341,2.24639473,0.969747760000001,-0.888409930000002,12.847368825,4.47015048,13.217904125,14.62068405,12.377589445,0.368766099999998,14.03689202,1.92724995,14.638774655,1.10588261,13.734283405,-0.646200490000002,1.13249097,1.62301745,-0.846425289999999,10.958766455,0.282817009999999,13.62845664,11.91385479,-0.377694200000001,1.14880217,2.40253327,15.288339,14.969034275,14.138817785,10.6322523855,5.02810267,14.708900125,-1.34063794,14.690264245,-0.218230689999999,13.013110955,2.25384636,13.028767495
"cmp_129",2.73953827,0.816159800000001,10.846834425,2.22764983,0.486824370000001,14.920723655,14.250761225,2.77626153,1.96494726,-1.29260503,4.84662514,1.79094785,1.49911795,14.62068405,12.377589445,2.38447838,14.03689202,13.99600288,14.638774655,0.65086406,-0.277603370000001,0.398672520000002,1.49745603,0.938168390000001,1.03065397,10.958766455,-1.48901921,13.62845664,1.84331482,1.0422076,1.59599927,12.727203855,15.288339,0.12571415,14.138817785,10.6322523855,6.93165168,14.708900125,3.10475131,7.81556748,0.733043559999999,13.013110955,3.35363742,13.028767495
"cmp_130",-0.586220600000001,0.926574049999999,10.846834425,-0.787626800000002,0.660243550000001,-1.09329072,14.250761225,14.33854771,0.242717219999999,-0.811250680000001,12.847368825,4.51475629,13.217904125,14.62068405,2.57345336,-0.369454019999999,14.03689202,13.99600288,14.638774655,-0.195701549999999,0.505909580000001,-1.96266702,1.55461496,-0.525563350000002,-1.10088366,1.96695258,-2.19590696,1.25018197,-1.41013132,-1.09142439,-0.682740819999999,0.730080059999999,7.58923023,2.22772149,14.138817785,10.6322523855,5.37631341,14.708900125,0.415102219999998,14.690264245,-0.922655779999999,13.013110955,1.61772695,13.028767495
"cmp_131",1.543022625,1.428910835,3.143656175,0.703077754999999,1.219171355,2.920420865,14.250761225,3.281810015,1.928728085,-0.511532845,12.847368825,13.535930875,13.217904125,2.117394675,4.016037785,1.530117905,14.03689202,2.488728245,14.638774655,0.965756145,13.734283405,0.584864034999999,1.885553585,0.957292585000001,1.170044725,10.958766455,0.976622585000001,13.62845664,11.91385479,0.524139545000001,1.532722595,12.727203855,15.288339,3.213159825,14.138817785,10.6322523855,6.013272175,1.814843755,0.597641705000001,9.341735295,0.0444748150000009,13.013110955,3.621521095,13.028767495
"cmp_134",1.45596271,2.79782419,10.846834425,1.95060711,1.98151118,0.311013509999999,14.250761225,2.11100204,-0.195899060000002,-0.361322570000002,12.847368825,4.19084258,13.217904125,0.0970861099999993,12.377589445,12.92443505,14.03689202,2.34992277,14.638774655,0.499093999999999,2.39663651,-1.5325051,14.15837979,-1.28151965,-1.64796868,10.958766455,-1.71655505,13.62845664,-1.32015866,0.677547959999998,0.00464359999999786,12.727203855,15.288339,2.69722837,14.138817785,10.6322523855,4.86612548,7.10803296,-0.501732950000001,14.690264245,0.168381749999998,13.013110955,1.87812764,13.028767495
"cmp_137",1.152838155,-0.0529892750000016,10.846834425,10.169183,1.491222145,-0.792638485000001,14.250761225,14.33854771,2.104680615,-2.395841155,-0.165467015000001,2.566763205,13.217904125,14.62068405,2.174008395,-1.437002875,14.03689202,2.624299585,14.638774655,-0.145804775000002,1.189757925,-0.153183165000002,2.716980715,5.284482385,0.186241695,10.958766455,-1.671130785,13.62845664,11.91385479,-1.192210365,-0.596016225,12.727203855,15.288339,14.969034275,14.138817785,10.6322523855,5.231863485,1.022898835,13.49283204,14.690264245,-0.0855246049999998,13.013110955,2.345062995,13.028767495
"cmp_139",-0.44050841,2.71527465,10.846834425,2.06706763,0.64856674,1.00540956,14.250761225,2.69978353,-0.431992780000002,-1.28547578,12.847368825,1.12392712,13.217904125,2.01081115,1.99851519,1.5641587,14.03689202,13.99600288,14.638774655,1.2854264,2.23158879,-1.41680903,1.40468833,0.993256939999998,0.177956099999999,10.958766455,-1.76929925,13.62845664,1.27546086,-0.64430162,0.118868589999998,12.727203855,15.288339,2.12390009,14.138817785,10.6322523855,4.05949836,1.70224926,-1.15583152,5.44992741,-1.11210189,13.013110955,2.78705463,13.028767495
"cmp_140",2.01230709,14.8791936,10.846834425,1.08973426,2.29453582,14.920723655,14.250761225,14.33854771,0.529699359999999,-1.653085,12.847368825,13.535930875,13.217904125,1.95179372,12.377589445,12.92443505,14.03689202,1.73411067,14.638774655,0.651223229999999,1.2950599,0.727479129999999,2.5923543,0.76928843,0.339705329999997,10.958766455,-0.424276640000002,13.62845664,11.91385479,-0.570180350000001,-0.615853710000003,12.727203855,7.29549353,2.99094841,4.06184081,10.6322523855,4.04539714,14.708900125,-0.0988286299999999,14.690264245,0.581357269999998,13.013110955,2.23339028,13.028767495
"cmp_141",0.0421011399999998,1.75911383,10.846834425,0.627592669999999,2.6035428,14.920723655,14.250761225,1.0882516,14.718250205,0.36291524,0.994893810000001,0.5583563,13.217904125,14.62068405,-0.57868792,-0.71556043,14.03689202,13.99600288,14.638774655,1.72702038,2.42599688,-1.16846098,-0.785674410000002,-0.0690386400000023,0.785447339999997,10.958766455,0.471281489999999,13.62845664,11.91385479,-1.86094601,0.351941249999999,12.727203855,15.288339,3.94059849,14.138817785,10.6322523855,6.85638273,-0.471551610000002,13.49283204,14.690264245,-0.908436910000002,13.013110955,2.8045447,13.028767495
"cmp_142",-0.0398059899999978,2.8215402,10.846834425,0.572408190000001,-0.145994729999998,14.920723655,1.9530527,-0.00497863999999737,-0.472276089999998,-4.67821121,12.847368825,-0.29159181,13.217904125,14.62068405,-0.0945721999999982,12.92443505,14.03689202,13.99600288,1.89188623,1.31594874,-1.4059778,0.643274030000001,0.472245270000002,0.746080930000002,1.52061514,1.98363791,-1.84894129,13.62845664,-1.46314858,0.750596790000003,-0.870163009999999,12.727203855,15.288339,-0.88500488,14.138817785,10.6322523855,3.72795952,-0.53923618,2.37615183,14.690264245,-1.18532912,13.013110955,13.93908965,-1.93695131
"cmp_143",1.29323415,1.35378001,10.846834425,10.169183,2.70977877,4.70988551,14.250761225,14.33854771,1.21167365,0.32533686,1.49874267,1.99525883,1.170367,14.62068405,12.377589445,2.00727686,14.03689202,13.99600288,14.638774655,1.1447314,2.81763542,-0.47660462,0.60923107,2.91548791,1.42382955,10.958766455,-0.16292928,13.62845664,11.91385479,-0.151576330000001,0.615305339999999,12.727203855,15.288339,3.19738545,14.138817785,10.6322523855,6.50930651,1.04929808,13.49283204,5.61343007,0.221743830000001,13.013110955,2.83280909,13.028767495
"cmp_144",0.629693964999998,1.019787505,10.846834425,-0.764867975000001,-0.249592705000001,1.114057155,2.859958325,14.33854771,-0.424668995000001,-1.730405165,12.847368825,13.535930875,13.217904125,14.62068405,2.144539955,12.92443505,14.03689202,0.392578944999997,1.079840925,-0.764393365,13.734283405,-1.247426615,14.15837979,0.452242394999999,-1.974823365,10.958766455,0.275024244999997,13.62845664,11.91385479,-0.931450065,0.104586864999998,0.986845944999999,8.047033015,1.177304065,14.138817785,1.236414065,5.834620095,14.708900125,-0.840254465000001,14.690264245,0.258328584999997,13.013110955,13.93908965,13.028767495
"cmp_147",-1.087201505,1.312097765,10.846834425,-1.201916485,-0.106830415000001,-0.734875644999999,14.250761225,0.803902605000001,-1.230693755,-2.713840245,12.847368825,0.732453634999999,13.217904125,14.62068405,12.377589445,12.92443505,14.03689202,0.742830354999999,14.638774655,-0.590722424999999,0.832886405,-1.982946365,1.547515705,1.297822395,0.265996964999999,10.958766455,-2.231048285,13.62845664,11.91385479,-1.851655135,0.0518736749999995,12.727203855,15.288339,14.969034275,14.138817785,10.6322523855,4.126831555,14.708900125,-0.365418945000002,14.690264245,-0.480930375,13.013110955,2.848671405,13.028767495
"cmp_148",2.02954375,-0.119578390000001,10.846834425,1.64508977,2.22266222,-0.0205361999999987,14.250761225,0.945441509999998,2.0353258,0.149033710000001,12.847368825,1.4899994,13.217904125,14.62068405,12.377589445,-0.0546150300000008,14.03689202,1.01189348,14.638774655,15.060548205,0.981247320000001,-0.41603529,1.26250178,13.36636679,-2.23348125,10.958766455,-1.19783924,13.62845664,-0.559078339999999,-0.260832839999999,-0.24129151,2.1019965,15.288339,4.37238114,14.138817785,10.6322523855,5.56148836,2.62500302,0.445241710000001,14.690264245,-0.0163051799999998,13.013110955,2.61509387,13.028767495
