"","bptf","cbfa2t3h","csf1r","dnmt3a","eif2b1","erg","ets1","ets2","etv6","fli1","gata1","gata2","gata3","gfi1","gfi1b","hhex","hoxa5","hoxa9","hoxb4","ikzf1","itga2b","kit","ldb1","lmo2","lyl1","mecom","meis1","mitf","mpl","myb","nfe2","nkx23","notch","pbx1","prdm16","procr","runx1","scl","sfpi1","sh2b3","smarcc1","tcf7","tet2","vwf"
"lmpp_016",-0.162044999999999,1.4475917,2.15648449,1.68770219,1.06405078,1.84726647,1.7843071,14.33854771,14.718250205,-2.5893042,12.847368825,5.41074458,13.217904125,1.84981512,12.377589445,12.92443505,1.70003239,1.34011079,14.638774655,-1.3935087,13.734283405,0.0683485200000007,2.56746829,0.289321510000001,0.269157010000001,10.958766455,-1.21237662,13.62845664,11.91385479,-0.530417480000001,1.83076413,12.727203855,5.45450698,14.969034275,14.138817785,10.6322523855,8.78583641,14.708900125,-0.178038440000002,14.690264245,0.339034099999999,13.013110955,0.446355739999998,13.028767495
"lmpp_017",-2.684456125,-0.0119291050000001,-0.466487315000002,-1.695377455,2.018587195,14.920723655,14.250761225,-0.211199865000001,-1.449221885,-4.244611675,12.847368825,2.166602365,13.217904125,-0.257012475,12.377589445,-0.753590235000001,14.03689202,5.171711075,14.638774655,0.866106575,13.734283405,-2.627069665,14.15837979,-0.436429155000003,-3.073910995,10.958766455,-4.034151615,13.62845664,11.91385479,-2.377035585,-1.408571645,-1.255300375,15.288339,-0.803652655,14.138817785,10.6322523855,2.824197545,14.708900125,-2.796731275,5.253061875,-2.517563705,13.013110955,-0.783844635000001,13.028767495
"lmpp_018",1.194903855,14.8791936,10.846834425,1.378622795,2.319460235,1.755334325,3.208632915,3.519247255,3.380893505,0.146739824999997,12.847368825,13.535930875,1.929723675,3.140120555,12.377589445,2.346796025,14.03689202,3.707371555,14.638774655,0.801199564999997,13.734283405,0.506790254999999,3.392881315,0.673432094999999,0.760744374999998,10.958766455,-0.112712525000003,13.62845664,11.91385479,2.507629685,1.006519595,3.337249785,7.171628785,14.969034275,14.138817785,10.6322523855,7.434713315,14.708900125,1.495987395,14.690264245,0.901431154999997,13.013110955,3.131583305,13.028767495
"lmpp_019",2.955850055,2.585196595,0.863289455,3.075254355,13.74808015,1.856962435,14.250761225,3.546300845,2.256980635,-0.362037904999998,12.847368825,13.535930875,13.217904125,4.620181375,12.377589445,12.92443505,14.03689202,4.482107475,14.638774655,1.285415165,13.734283405,-0.00472671499999677,1.535095095,0.513405825000003,-0.218862894999997,10.958766455,0.184982325,13.62845664,1.842946865,0.685629095000003,1.719754895,12.727203855,15.288339,6.197093345,14.138817785,10.6322523855,7.721619415,2.946949235,0.401525035000002,14.690264245,0.351207505000001,13.013110955,3.184512945,13.028767495
"lmpp_020",-0.427211139999997,0.469934600000002,10.846834425,-0.297722359999998,13.74808015,-0.131050709999997,14.250761225,14.33854771,0.997292210000001,-1.01189502,12.847368825,3.2931841,13.217904125,14.62068405,12.377589445,12.92443505,-0.0813143499999995,1.0238674,14.638774655,-0.616676349999999,13.734283405,0.632350260000003,0.832062370000003,-0.667802049999999,8.38191415,1.08430935,-3.48885381,13.62845664,-1.18814995,1.29138268,0.68080368,0.782586080000002,6.19451239,0.640417710000001,14.138817785,10.6322523855,5.69311216,14.708900125,-1.09945274,14.690264245,0.00625697000000258,13.013110955,13.93908965,13.028767495
"lmpp_021",-0.0927093899999996,6.00337003,2.98003384,0.4812653,1.60828703,14.920723655,3.78563333,3.42708726,0.977425050000001,0.384395600000001,12.847368825,13.535930875,13.217904125,2.9317809,12.377589445,2.61576819,14.03689202,4.32784912,14.638774655,1.71669253,13.734283405,0.59139592,3.21314542,0.478105360000001,-0.690240519999998,10.958766455,0.800883820000003,13.62845664,11.91385479,2.16369981,1.82421755,2.80875525,8.54074375,14.969034275,14.138817785,10.6322523855,7.23711765,14.708900125,2.61371864,6.9697666,0.121514520000002,13.013110955,2.85206505,13.028767495
"lmpp_022",-0.431672254999999,3.142309655,2.684567055,0.0308334549999998,0.999099664999999,1.868704065,3.865604205,14.33854771,1.865774565,-1.987531125,12.847368825,13.535930875,13.217904125,1.624198645,12.377589445,1.588935515,14.03689202,3.210846255,14.638774655,-0.157206644999999,13.734283405,-0.359790794999999,2.253653635,-0.155109215,-0.120634854999999,10.958766455,-1.288435475,2.331170235,11.91385479,1.759493415,0.578194615000001,12.727203855,7.178225275,3.172158595,14.138817785,10.6322523855,5.668777195,14.708900125,-0.535436604999997,14.690264245,1.103902125,13.013110955,0.820626045000001,13.028767495
"lmpp_023",-0.12718817,1.70793052,0.58058874,0.211578330000002,-0.5587692,-0.29229449,14.250761225,14.33854771,-1.32939548,-3.30195274,12.847368825,13.535930875,13.217904125,14.62068405,12.377589445,-0.353683059999998,14.03689202,13.99600288,14.638774655,-1.54497107,13.734283405,-2.34068031,0.25414975,-1.58536031,-1.1348376,10.958766455,-2.07412987,0.872082590000002,11.91385479,-1.53868968,-0.70647808,0.7970328,5.71396525,14.969034275,14.138817785,10.6322523855,4.99786995,14.708900125,0.174596440000002,14.690264245,-1.53733424,13.013110955,13.93908965,13.028767495
"lmpp_024",0.494964265,3.823273755,10.846834425,1.356877195,2.182048095,0.755727934999999,2.556129535,14.33854771,0.943813154999997,-0.0976382250000007,12.847368825,13.535930875,13.217904125,2.479188775,12.377589445,12.92443505,14.03689202,1.754939585,14.638774655,-0.149462035000003,13.734283405,1.486413555,1.806398125,1.102674965,0.680554014999998,10.958766455,-0.068786075000002,13.62845664,11.91385479,0.363434914999999,1.698289125,12.727203855,6.202366635,14.969034275,1.692626205,10.6322523855,8.029051135,1.942560495,0.977734405,14.690264245,-0.308580635000002,13.013110955,4.008657675,13.028767495
"lmpp_025",0.503858225000002,3.995255855,10.846834425,1.103627085,0.524256955000002,-0.117086954999998,3.388962255,14.33854771,1.317225605,-1.788865105,12.847368825,4.726204365,13.217904125,14.62068405,3.271808315,12.92443505,14.03689202,13.99600288,2.688303245,0.675326895000001,13.734283405,-0.854424514999998,2.529053045,-0.910558124999998,0.551031675000001,2.383635845,-1.013424975,13.62845664,1.916472025,2.702457175,-0.156606135000001,2.135950445,8.232460375,6.547385015,14.138817785,0.706071205000001,8.401989175,1.863501315,0.324612245000001,14.690264245,0.589516895000003,13.013110955,3.383529315,13.028767495
"lmpp_026",-0.707299370000001,-0.0631578099999999,-0.754228260000001,0.51108138,1.86913908,-0.556494319999999,2.1152317,1.74717036,14.718250205,-2.12357942,12.847368825,4.34978835,13.217904125,14.62068405,12.377589445,12.92443505,14.03689202,1.09706574,14.638774655,-0.613001929999999,13.734283405,0.0557169000000002,14.15837979,0.375477669999999,1.50309533,10.958766455,-1.91424808,13.62845664,11.91385479,1.33596073,2.00933595,0.822858759999999,6.93196422,5.62015989,14.138817785,10.6322523855,8.35749722,14.708900125,-0.734637230000001,14.690264245,0.37715421,13.013110955,1.29232276,13.028767495
"lmpp_027",1.26317778,0.00509891999999823,10.846834425,-0.17517123,-0.0904788200000013,1.14705263,2.74725461,14.33854771,0.562193669999999,-2.27830328,12.847368825,13.535930875,0.143665129999999,0.497505009999998,12.377589445,12.92443505,14.03689202,0.576888559999997,14.638774655,0.714109069999999,13.734283405,-1.30996553,3.30532932,-1.23365063,-1.36125398,0.709051069999997,-2.34602667,1.36981063,11.91385479,0.32962448,-0.350692730000002,12.727203855,15.288339,2.86484473,14.138817785,10.6322523855,6.15149426,14.708900125,-0.48781902,14.690264245,-1.26303814,13.013110955,13.93908965,13.028767495
"lmpp_028",-1.19277181,1.35177783,10.846834425,-0.102801670000002,1.10385793,14.920723655,14.250761225,1.75550508,1.29074011,-1.60991013,12.847368825,13.535930875,13.217904125,-0.358687870000001,12.377589445,0.279915639999999,14.03689202,2.16718456,14.638774655,2.37170789,13.734283405,-0.651346490000002,1.1866383,-0.801486560000001,-1.41479231,10.958766455,-1.7397957,1.72838774,1.22477933,0.136950549999998,-0.611795520000001,1.74298194,7.15595912,14.969034275,14.138817785,10.6322523855,7.87190567,1.553356,-0.607980470000001,14.690264245,0.313611829999999,13.013110955,13.93908965,13.028767495
